texto,tipo_documento
Se petición al empleador presentar certificación de ingresos de José Luis.,Requerimiento
Se dispone el liberar bienes embargados de los bienes embargados para su devolución al deudor.,Desembargo
Se dispone la requisa de los bienes registrados a nombre de Miguel Ángel.,Embargo
Se dispone dar remisión al recurso extraordinario presentado por Ricardo Gómez.,Traslado
El juez autoriza el levantamiento del embargo de los recursos retenidos en la entidad Davivienda.,Desembargo
El despacho decreta el recuperación que pesaba sobre el inmueble de Juan Pérez.,Desembargo
El juzgado decreta la requisa de los bienes del demandado ubicados en Bogotá.,Embargo
El juzgado ordena el restitución de las medidas cautelares sobre la cuenta 4600821.,Desembargo
Se declara el desaplicación del embargo parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se requisitoria al empleador presentar certificación de ingresos de Juan Pérez.,Requerimiento
Se otorga traslado a la administración demandada para que presente alegaciones.,Traslado
El despacho dispone la requisa sobre el salario de Patricia López.,Embargo
El juez autoriza el liberación de los recursos retenidos en la entidad Banco Popular.,Desembargo
El despacho decreta el desaplicación del embargo que pesaba sobre el inmueble de Carlos Rodríguez.,Desembargo
El tribunal requerimiento a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
Se requisitoria a Banco Popular remitir relación detallada de los productos financieros a nombre de Luis Fernández.,Requerimiento
Se deja sin efecto la medida de desaplicación del embargo sobre los bienes de José Torres.,Desembargo
Se dispone dar traslado al recurso extraordinario presentado por María Gómez.,Traslado
Se demanda al actor para que precise su demanda en el término legal.,Requerimiento
Se requisitoria a la entidad Banco de Occidente remitir certificación actualizada de los saldos de la cuenta 6900392.,Requerimiento
Se otorga remesa a la administración demandada para que presente alegaciones.,Traslado
Se requisitoria al empleador presentar certificación de ingresos de Marta Ramírez.,Requerimiento
Se decreta la requisa de los bienes muebles ubicados en la dirección indicada.,Embargo
El juez ordena la confiscación de los fondos depositados en la entidad financiera BBVA.,Embargo
Se petición a la entidad Banco del Norte remitir certificación actualizada de los saldos de la cuenta 1347277.,Requerimiento
Se da remesa al Ministerio Público del informe presentado por Ricardo Gómez.,Traslado
El despacho petición al banco Davivienda informar los movimientos de la cuenta 6396876 en los últimos seis meses.,Requerimiento
El juez autoriza el restitución de los recursos retenidos en la entidad Financiera Central.,Desembargo
Se dispone dar comunicación al recurso extraordinario presentado por Andrés Castillo.,Traslado
Se corre notificación a la parte demandada del escrito presentado en fecha 13/09/2025.,Traslado
El despacho dispone la incautación sobre el salario de Andrés Castillo.,Embargo
Se deja sin efecto la medida de recuperación sobre los bienes de María Gómez.,Desembargo
Se corre notificación a la parte demandada del escrito presentado en fecha 21/04/2025.,Traslado
Se decreta la confiscación de los bienes muebles ubicados en la dirección indicada.,Embargo
Se ordena el decomiso preventivo sobre las acciones de la empresa de Carlos Rodríguez.,Embargo
Se requerimiento al empleador presentar certificación de ingresos de Luis Fernández.,Requerimiento
Se dispone la decomiso de los bienes registrados a nombre de Laura Sánchez.,Embargo
El despacho dispone dar traslado a la contraparte del recurso de reposición interpuesto por Carlos Rodríguez.,Traslado
Se dispone el liberar una cuenta de los bienes embargados para su devolución al deudor.,Desembargo
Se concede notificación a la contraparte para que comparezca y conteste la demanda.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su comunicación.,Traslado
Se exigencia al apoderado de Ricardo Gómez allegar copia auténtica del título ejecutivo.,Requerimiento
Se demanda al actor para que precise su demanda en el término legal.,Requerimiento
Se demanda a Banco de Occidente remitir relación detallada de los productos financieros a nombre de Isabel Vargas.,Requerimiento
Se dispone la decomiso de los bienes registrados a nombre de Paula Hernández.,Embargo
El juez ordena la decomiso de los fondos depositados en la entidad financiera Banco de Occidente.,Embargo
El despacho decreta el desembargo que pesaba sobre el inmueble de Andrés Castillo.,Desembargo
El juzgado requisitoria a la empresa informar el salario y prestaciones de Carlos Rodríguez.,Requerimiento
Se solicitud a la entidad Banco Andino remitir certificación actualizada de los saldos de la cuenta 1123892.,Requerimiento
Se autoriza el requisa de la propiedad inmueble situada en Armenia.,Embargo
El juez autoriza el desembargo de los recursos retenidos en la entidad Banco Popular.,Desembargo
Se declara el recuperación parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se declara el desaplicación del embargo parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
El juzgado ordena la requisa de los bienes en garantía del crédito reclamado.,Embargo
El juez ordena la secuestro de los fondos depositados en la entidad financiera Banco Nacional.,Embargo
El juzgado exigencia a la empresa informar el salario y prestaciones de Sofía Medina.,Requerimiento
Se dispone la embargo de los bienes registrados a nombre de Patricia López.,Embargo
El juzgado ordena la requisa de los bienes en garantía del crédito reclamado.,Embargo
El juzgado ordena el liberar una cuenta de las medidas cautelares sobre la cuenta 1370333.,Desembargo
Se da traslado al Ministerio Público del informe presentado por Fernando Ruiz.,Traslado
El despacho mandato al banco Davivienda informar los movimientos de la cuenta 8664072 en los últimos seis meses.,Requerimiento
Se dispone la requisa de los bienes registrados a nombre de Ana Martínez.,Embargo
El juez aviso a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
Se ordena el requisa preventivo sobre las acciones de la empresa de Sofía Medina.,Embargo
El juez autoriza el recuperación de los recursos retenidos en la entidad Banco Andino.,Desembargo
Se autoriza el decomiso de la propiedad inmueble situada en Barranquilla.,Embargo
Se da traslado al Ministerio Público del informe presentado por Fernando Ruiz.,Traslado
Se deja sin efecto la medida de levantamiento del embargo sobre los bienes de Pedro López.,Desembargo
Se dispone dar remesa al recurso extraordinario presentado por Sofía Medina.,Traslado
El tribunal exigencia a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
El juzgado ordena la secuestro de los bienes en garantía del crédito reclamado.,Embargo
Se autoriza el embargo de la propiedad inmueble situada en Santa Marta.,Embargo
Se corre remesa a la parte demandada del escrito presentado en fecha 15/08/2024.,Traslado
Se mandato a Banco Andino remitir relación detallada de los productos financieros a nombre de José Luis.,Requerimiento
Se dispone el recuperación de los bienes embargados para su devolución al deudor.,Desembargo
El órgano jurisdiccional remite las actuaciones a las partes para su traslado y contestación.,Traslado
Se solicitud al empleador presentar certificación de ingresos de José Luis.,Requerimiento
El juzgado ordena el desaplicación del embargo de las medidas cautelares sobre la cuenta 8676957.,Desembargo
El despacho mandato al banco Banco Nacional informar los movimientos de la cuenta 1173453 en los últimos seis meses.,Requerimiento
Se solicitud al actor para que precise su demanda en el término legal.,Requerimiento
El despacho ordena el restitución de la cuenta bancaria número 3177787.,Desembargo
Se dispone el desembargo de los bienes embargados para su devolución al deudor.,Desembargo
El juzgado concede traslado a la entidad Davivienda para que se pronuncie sobre la solicitud de desembargo.,Traslado
El juzgado requisitoria a Patricia López que responda si acepta o rechaza la propuesta de pago.,Requerimiento
Se orden al apoderado de Laura Sánchez allegar copia auténtica del título ejecutivo.,Requerimiento
El juzgado decreta la incautación de los bienes del demandado ubicados en Santa Marta.,Embargo
Se ordena la embargo preventivo de la cuenta número 9163464 a nombre de María Gómez.,Embargo
Se dispone el liberación de los bienes registrados a nombre de Patricia López.,Desembargo
El juzgado concede notificación a la entidad Cooperativa Solidaria para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se corre remesa a la parte demandada del escrito presentado en fecha 01/09/2025.,Traslado
El juez autoriza el devolución de los recursos retenidos en la entidad Banco Popular.,Desembargo
El tribunal solicitud a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
Se dispone el devolución de los bienes registrados a nombre de Miguel Ángel.,Desembargo
Se petición a la entidad Banco del Norte remitir certificación actualizada de los saldos de la cuenta 5884054.,Requerimiento
Se dispone dar remisión al recurso extraordinario presentado por Paula Hernández.,Traslado
Se dispone la secuestro de los bienes registrados a nombre de José Torres.,Embargo
El despacho mandato al banco Banco Nacional informar los movimientos de la cuenta 7195796 en los últimos seis meses.,Requerimiento
El juzgado demanda a Miguel Ángel que responda si acepta o rechaza la propuesta de pago.,Requerimiento
Se dictamina el liberar bienes embargados total de los bienes retenidos por orden judicial.,Desembargo
Se ordena el requisa preventivo sobre las acciones de la empresa de Verónica Paredes.,Embargo
Se decreta la requisa de los bienes muebles ubicados en la dirección indicada.,Embargo
El juzgado decreta la embargo de los bienes del demandado ubicados en Tunja.,Embargo
El despacho ordena el liberación de la cuenta bancaria número 8739315.,Desembargo
Se corre notificación a la parte demandada del escrito presentado por la parte actora en fecha 06/04/2024.,Traslado
Se dispone el desbloqueo de los bienes registrados a nombre de Juan Pérez.,Desembargo
Se dispone la secuestro de los bienes registrados a nombre de Luis Fernández.,Embargo
Se concede remesa a la contraparte para que comparezca y conteste la demanda.,Traslado
El juzgado concede comunicación a la entidad Banco Popular para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se petición a la entidad BBVA remitir certificación actualizada de los saldos de la cuenta 2407932.,Requerimiento
El tribunal solicitud a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
El tribunal remite copia del expediente a la autoridad competente para su traslado.,Traslado
El despacho dispone la retención sobre el salario de José Luis.,Embargo
Se dispone dar remisión al recurso extraordinario presentado por Marta Ramírez.,Traslado
Se libra mandamiento de retención sobre el vehículo de placas 737R366.,Embargo
El juzgado mandato a Pedro López que responda si acepta o rechaza la propuesta de pago.,Requerimiento
El tribunal petición a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
El despacho solicitud al banco Davivienda informar los movimientos de la cuenta 2892889 en los últimos seis meses.,Requerimiento
El juez autoriza el devolución de los recursos retenidos en la entidad Cooperativa Solidaria.,Desembargo
El despacho dispone dar envío a la contraparte del recurso de reposición interpuesto por Carolina Rivas.,Traslado
El juzgado ordena la confiscación de los bienes en garantía del crédito reclamado.,Embargo
Se corre envío a la parte demandada del escrito presentado por la parte actora en fecha 13/12/2024.,Traslado
El juez demanda a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
Se corre notificación a la parte demandada del escrito presentado en fecha 01/04/2024.,Traslado
Se aviso al empleador presentar certificación de ingresos de Ana Martínez.,Requerimiento
Se requisitoria al empleador presentar certificación de ingresos de Marta Ramírez.,Requerimiento
Se dispone la secuestro de los bienes registrados a nombre de José Torres.,Embargo
Se libra mandamiento de retención sobre el vehículo de placas 128H665.,Embargo
Se dispone el desembargo de los bienes registrados a nombre de Luis Fernández.,Desembargo
Se dispone el liberar bienes embargados de los bienes embargados para su devolución al deudor.,Desembargo
Se corre remesa a la parte demandada del escrito presentado en fecha 30/10/2025.,Traslado
El órgano jurisdiccional remite las actuaciones a las partes para su remesa y contestación.,Traslado
Se da remisión al Ministerio Público del informe presentado por Verónica Paredes.,Traslado
El juez ordena la decomiso de los fondos depositados en la entidad financiera BBVA.,Embargo
Se libra mandamiento de confiscación sobre el vehículo de placas 482B393.,Embargo
El despacho dispone dar envío a la contraparte del recurso de reposición interpuesto por Juan Pérez.,Traslado
El juez solicitud a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
El juez autoriza el recuperación de los recursos retenidos en la entidad Banco Nacional.,Desembargo
Se requerimiento al empleador presentar certificación de ingresos de Miguel Ángel.,Requerimiento
Se ordena la confiscación preventivo de la cuenta número 5167677 a nombre de José Luis.,Embargo
El despacho dispone dar remisión a la contraparte del recurso de reposición interpuesto por Laura Sánchez.,Traslado
Se aviso al apoderado de Paula Hernández allegar copia auténtica del título ejecutivo.,Requerimiento
Se orden al apoderado de Verónica Paredes allegar copia auténtica del título ejecutivo.,Requerimiento
El juez ordena la requisa de los fondos depositados en la entidad financiera Cooperativa Solidaria.,Embargo
El tribunal remite copia del expediente a la autoridad competente para su traslado.,Traslado
El tribunal petición a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
Se otorga remisión a la administración demandada para que presente alegaciones.,Traslado
El tribunal aviso a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
Se deja sin efecto la medida de restitución sobre los bienes de María Gómez.,Desembargo
El juzgado exigencia a la empresa informar el salario y prestaciones de José Torres.,Requerimiento
Se ordena el requisa preventivo sobre las acciones de la empresa de Isabel Vargas.,Embargo
El juzgado ordena la confiscación de los bienes en garantía del crédito reclamado.,Embargo
Se da remisión al Ministerio Público del informe presentado por María Gómez.,Traslado
Se libra mandamiento de incautación sobre el vehículo de placas 340J267.,Embargo
Se orden al empleador presentar certificación de ingresos de Marta Ramírez.,Requerimiento
El juzgado ordena el desaplicación del embargo de las medidas cautelares sobre la cuenta 6629597.,Desembargo
Se mandato al apoderado de Ricardo Gómez allegar copia auténtica del título ejecutivo.,Requerimiento
Se ordena el confiscación preventivo sobre las acciones de la empresa de Miguel Ángel.,Embargo
Se autoriza el decomiso de la propiedad inmueble situada en Cúcuta.,Embargo
El tribunal remite copia del expediente a la autoridad competente para su traslado.,Traslado
Se dispone el recuperación de los bienes registrados a nombre de Juan Pérez.,Desembargo
Se exigencia a la entidad Banco del Norte remitir certificación actualizada de los saldos de la cuenta 5558107.,Requerimiento
Se ordena la incautación preventivo de la cuenta número 4378955 a nombre de Juan Pérez.,Embargo
Se petición al actor para que precise su demanda en el término legal.,Requerimiento
El órgano jurisdiccional remite las actuaciones a las partes para su traslado y contestación.,Traslado
Se libra mandamiento de decomiso sobre el vehículo de placas 887I790.,Embargo
Se da traslado al Ministerio Público del informe presentado por Laura Sánchez.,Traslado
El juzgado concede remesa a la entidad Banco Andino para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se ordena la requisa preventivo de la cuenta número 8930019 a nombre de José Torres.,Embargo
Se corre traslado a la parte demandada del escrito presentado por la parte actora en fecha 08/10/2025.,Traslado
El órgano jurisdiccional remite las actuaciones a las partes para su remisión y contestación.,Traslado
Se corre envío a la parte demandada del escrito presentado en fecha 24/01/2024.,Traslado
El juez solicitud a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
El despacho demanda al banco Financiera Central informar los movimientos de la cuenta 2169081 en los últimos seis meses.,Requerimiento
Se dispone el devolución de los bienes embargados para su devolución al deudor.,Desembargo
Se dispone dar remesa al recurso extraordinario presentado por Ricardo Gómez.,Traslado
Se libra mandamiento de decomiso sobre el vehículo de placas 712L650.,Embargo
Se dispone dar notificación al recurso extraordinario presentado por Ricardo Gómez.,Traslado
Se libra mandamiento de secuestro sobre el vehículo de placas 517V889.,Embargo
Se autoriza el retención de la propiedad inmueble situada en Cali.,Embargo
El juzgado solicitud a Ricardo Gómez que responda si acepta o rechaza la propuesta de pago.,Requerimiento
El despacho decreta el desembargo que pesaba sobre el inmueble de Laura Sánchez.,Desembargo
El despacho dispone dar remesa a la contraparte del recurso de reposición interpuesto por Juan Pérez.,Traslado
El juzgado decreta la requisa de los bienes del demandado ubicados en Cali.,Embargo
El despacho ordena el desembargo de la cuenta bancaria número 4478624.,Desembargo
El despacho solicitud al banco Banco del Norte informar los movimientos de la cuenta 5335036 en los últimos seis meses.,Requerimiento
Se dispone la secuestro de los bienes registrados a nombre de Luis Fernández.,Embargo
El despacho ordena el liberación de la cuenta bancaria número 5265128.,Desembargo
Se demanda al empleador presentar certificación de ingresos de Juan Pérez.,Requerimiento
Se corre remisión a la parte demandada del escrito presentado por la parte actora en fecha 11/02/2025.,Traslado
El juzgado requerimiento a Paula Hernández que responda si acepta o rechaza la propuesta de pago.,Requerimiento
El juzgado concede traslado a la entidad Cooperativa Solidaria para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se dictamina el liberar una cuenta total de los bienes retenidos por orden judicial.,Desembargo
El juzgado concede envío a la entidad Banco de Bogotá para que se pronuncie sobre la solicitud de desembargo.,Traslado
El despacho solicitud al banco Cooperativa Solidaria informar los movimientos de la cuenta 9949429 en los últimos seis meses.,Requerimiento
El tribunal demanda a la compañía aseguradora pronunciarse sobre la reclamación.,Requerimiento
El despacho dispone la incautación sobre el salario de Laura Sánchez.,Embargo
Se dispone dar remisión al recurso extraordinario presentado por Isabel Vargas.,Traslado
Se ordena la requisa preventivo de la cuenta número 8255101 a nombre de Patricia López.,Embargo
Se dispone la embargo de los bienes registrados a nombre de Luis Fernández.,Embargo
Se concede remisión a la contraparte para que comparezca y conteste la demanda.,Traslado
Se concede envío a la contraparte para que comparezca y conteste la demanda.,Traslado
Se ordena el incautación preventivo sobre las acciones de la empresa de Laura Sánchez.,Embargo
Se ordena la incautación preventivo de la cuenta número 3819936 a nombre de María Gómez.,Embargo
Se dispone el liberación de los bienes registrados a nombre de Isabel Vargas.,Desembargo
El juzgado ordena la decomiso de los bienes en garantía del crédito reclamado.,Embargo
Se requisitoria al actor para que precise su demanda en el término legal.,Requerimiento
El juez ordena la incautación de los fondos depositados en la entidad financiera Banco Andino.,Embargo
El juzgado demanda a la empresa informar el salario y prestaciones de Juan Pérez.,Requerimiento
Se otorga traslado a la administración demandada para que presente alegaciones.,Traslado
El despacho dispone dar notificación a la contraparte del recurso de reposición interpuesto por Fernando Ruiz.,Traslado
Se deja sin efecto la medida de desembargo sobre los bienes de Patricia López.,Desembargo
Se dispone la retención de los bienes registrados a nombre de Fernando Ruiz.,Embargo
El juzgado concede remesa a la entidad Banco Andino para que se pronuncie sobre la solicitud de desembargo.,Traslado
El juez ordena la confiscación de los fondos depositados en la entidad financiera BBVA.,Embargo
Se da comunicación al Ministerio Público del informe presentado por Pedro López.,Traslado
Se autoriza el requisa de la propiedad inmueble situada en Cúcuta.,Embargo
El juzgado concede remisión a la entidad Banco Andino para que se pronuncie sobre la solicitud de desembargo.,Traslado
El despacho mandato al banco Banco Andino informar los movimientos de la cuenta 9035106 en los últimos seis meses.,Requerimiento
Se requerimiento al empleador presentar certificación de ingresos de Paula Hernández.,Requerimiento
El órgano jurisdiccional remite las actuaciones a las partes para su traslado y contestación.,Traslado
Se da notificación al Ministerio Público del informe presentado por Ana Martínez.,Traslado
Se aviso a la entidad Banco de Bogotá remitir certificación actualizada de los saldos de la cuenta 6549764.,Requerimiento
El órgano jurisdiccional remite las actuaciones a las partes para su remesa y contestación.,Traslado
Se demanda al actor para que precise su demanda en el término legal.,Requerimiento
El tribunal remite copia del expediente a la autoridad competente para su remisión.,Traslado
Se dispone el desembargo de los bienes registrados a nombre de Patricia López.,Desembargo
Se corre envío a la parte demandada del escrito presentado en fecha 12/08/2025.,Traslado
Se libra mandamiento de retención sobre el vehículo de placas 458T515.,Embargo
Se exigencia al empleador presentar certificación de ingresos de Carlos Rodríguez.,Requerimiento
Se dictamina el levantamiento del embargo total de los bienes retenidos por orden judicial.,Desembargo
Se ordena la confiscación preventivo de la cuenta número 6343663 a nombre de Luis Fernández.,Embargo
El juzgado concede remisión a la entidad Financiera Central para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se ordena el decomiso preventivo sobre las acciones de la empresa de Paula Hernández.,Embargo
El juzgado ordena la embargo de los bienes en garantía del crédito reclamado.,Embargo
Se libra mandamiento de decomiso sobre el vehículo de placas 677Y883.,Embargo
El juzgado ordena el recuperación de las medidas cautelares sobre la cuenta 5317738.,Desembargo
Se dispone la requisa de los bienes registrados a nombre de Patricia López.,Embargo
El despacho dispone dar notificación a la contraparte del recurso de reposición interpuesto por Pedro López.,Traslado
Se mandato a Banco Andino remitir relación detallada de los productos financieros a nombre de Patricia López.,Requerimiento
Se autoriza el secuestro de la propiedad inmueble situada en Cartagena.,Embargo
Se dictamina el desembargo total de los bienes retenidos por orden judicial.,Desembargo
El juez autoriza el restitución de los recursos retenidos en la entidad Banco Nacional.,Desembargo
Se ordena cancelar el embargo del vehículo identificado con placas 315P622.,Desembargo
Se dispone el liberar una cuenta de los bienes registrados a nombre de Juan Pérez.,Desembargo
Se dispone la decomiso de los bienes registrados a nombre de José Luis.,Embargo
Se ordena el secuestro preventivo sobre las acciones de la empresa de Andrés Castillo.,Embargo
Se requisitoria al actor para que precise su demanda en el término legal.,Requerimiento
Se concede remesa a la contraparte para que comparezca y conteste la demanda.,Traslado
Se petición a Banco de Occidente remitir relación detallada de los productos financieros a nombre de Carlos Rodríguez.,Requerimiento
Se corre comunicación a la parte demandada del escrito presentado en fecha 19/10/2024.,Traslado
Se autoriza el requisa de la propiedad inmueble situada en Manizales.,Embargo
Se dispone la embargo de los bienes registrados a nombre de Andrés Castillo.,Embargo
Se declara el restitución parcial al considerarse suficientes los bienes para cubrir la deuda.,Desembargo
Se decreta la incautación de los bienes muebles ubicados en la dirección indicada.,Embargo
Se requisitoria al empleador presentar certificación de ingresos de Juan Pérez.,Requerimiento
Se petición al actor para que precise su demanda en el término legal.,Requerimiento
El despacho dispone la secuestro sobre el salario de Juan Pérez.,Embargo
Se corre remesa a la parte demandada del escrito presentado en fecha 02/06/2025.,Traslado
El órgano jurisdiccional remite las actuaciones a las partes para su remesa y contestación.,Traslado
Se ordena cancelar el embargo del vehículo identificado con placas 960K187.,Desembargo
Se dispone dar notificación al recurso extraordinario presentado por Andrés Castillo.,Traslado
Se da traslado al Ministerio Público del informe presentado por Ana Martínez.,Traslado
Se requerimiento al apoderado de Ricardo Gómez allegar copia auténtica del título ejecutivo.,Requerimiento
Se dispone el desbloqueo de los bienes registrados a nombre de Fernando Ruiz.,Desembargo
El juzgado concede traslado a la entidad Cooperativa Solidaria para que se pronuncie sobre la solicitud de desembargo.,Traslado
El juzgado ordena el desaplicación del embargo de las medidas cautelares sobre la cuenta 4350237.,Desembargo
El juzgado concede traslado a la entidad Financiera Central para que se pronuncie sobre la solicitud de desembargo.,Traslado
El juzgado ordena el recuperación de las medidas cautelares sobre la cuenta 8540832.,Desembargo
Se dispone el liberar bienes embargados de los bienes embargados para su devolución al deudor.,Desembargo
El órgano jurisdiccional remite las actuaciones a las partes para su notificación y contestación.,Traslado
Se dispone dar remesa al recurso extraordinario presentado por Ana Martínez.,Traslado
Se exigencia al apoderado de Luis Fernández allegar copia auténtica del título ejecutivo.,Requerimiento
El juez ordena la embargo de los fondos depositados en la entidad financiera Banco Nacional.,Embargo
El juzgado ordena el levantamiento del embargo de las medidas cautelares sobre la cuenta 3828011.,Desembargo
Se ordena el decomiso preventivo sobre las acciones de la empresa de Sofía Medina.,Embargo
Se demanda a la entidad Banco Popular remitir certificación actualizada de los saldos de la cuenta 5776059.,Requerimiento
Se corre notificación a la parte demandada del escrito presentado en fecha 02/11/2025.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su remesa.,Traslado
El despacho dispone dar comunicación a la contraparte del recurso de reposición interpuesto por Fernando Ruiz.,Traslado
El juzgado ordena la decomiso de los bienes en garantía del crédito reclamado.,Embargo
El juzgado ordena el desbloqueo de las medidas cautelares sobre la cuenta 3382200.,Desembargo
Se dispone la decomiso de los bienes registrados a nombre de Andrés Castillo.,Embargo
Se ordena cancelar el embargo del vehículo identificado con placas 753R225.,Desembargo
El tribunal remite copia del expediente a la autoridad competente para su traslado.,Traslado
Se requisitoria a la entidad Banco Nacional remitir certificación actualizada de los saldos de la cuenta 5823824.,Requerimiento
Se libra mandamiento de secuestro sobre el vehículo de placas 471H598.,Embargo
Se da notificación al Ministerio Público del informe presentado por Pedro López.,Traslado
Se dispone el desembargo de los bienes registrados a nombre de Laura Sánchez.,Desembargo
Se dictamina el desbloqueo total de los bienes retenidos por orden judicial.,Desembargo
El juzgado concede remisión a la entidad Banco de Bogotá para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se ordena la decomiso preventivo de la cuenta número 9838875 a nombre de Luis Fernández.,Embargo
Se requisitoria al empleador presentar certificación de ingresos de Ricardo Gómez.,Requerimiento
El juzgado ordena la requisa de los bienes en garantía del crédito reclamado.,Embargo
El juzgado concede remesa a la entidad Banco Andino para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se corre remisión a la parte demandada del escrito presentado por la parte actora en fecha 12/08/2025.,Traslado
El despacho dispone la embargo sobre el salario de Ana Martínez.,Embargo
Se requerimiento al apoderado de Miguel Ángel allegar copia auténtica del título ejecutivo.,Requerimiento
El juzgado ordena el liberar bienes embargados de las medidas cautelares sobre la cuenta 9284876.,Desembargo
Se dispone el liberación de los bienes registrados a nombre de Carlos Rodríguez.,Desembargo
Se deja sin efecto la medida de desembargo sobre los bienes de Paula Hernández.,Desembargo
Se ordena el embargo preventivo sobre las acciones de la empresa de Luis Fernández.,Embargo
Se da notificación al Ministerio Público del informe presentado por Sofía Medina.,Traslado
El juzgado ordena el desbloqueo de las medidas cautelares sobre la cuenta 4356517.,Desembargo
Se otorga notificación a la administración demandada para que presente alegaciones.,Traslado
El órgano jurisdiccional remite las actuaciones a las partes para su notificación y contestación.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su comunicación.,Traslado
El tribunal remite copia del expediente a la autoridad competente para su remisión.,Traslado
Se dispone la decomiso de los bienes registrados a nombre de Sofía Medina.,Embargo
El despacho dispone dar traslado a la contraparte del recurso de reposición interpuesto por José Luis.,Traslado
El juzgado concede comunicación a la entidad Banco de Bogotá para que se pronuncie sobre la solicitud de desembargo.,Traslado
Se libra mandamiento de confiscación sobre el vehículo de placas 778D627.,Embargo
El despacho dispone dar comunicación a la contraparte del recurso de reposición interpuesto por Laura Sánchez.,Traslado
Se dispone el liberar una cuenta de los bienes embargados para su devolución al deudor.,Desembargo
Se dispone dar comunicación al recurso extraordinario presentado por Patricia López.,Traslado
Se concede remisión a la contraparte para que comparezca y conteste la demanda.,Traslado
Se petición al empleador presentar certificación de ingresos de Juan Pérez.,Requerimiento
Se corre traslado a la parte demandada del escrito presentado por la parte actora en fecha 05/08/2024.,Traslado
El despacho ordena el recuperación de la cuenta bancaria número 6870110.,Desembargo
El órgano jurisdiccional remite las actuaciones a las partes para su comunicación y contestación.,Traslado
Se autoriza el secuestro de la propiedad inmueble situada en Villavicencio.,Embargo
Se dispone el liberar bienes embargados de los bienes embargados para su devolución al deudor.,Desembargo
El órgano jurisdiccional remite las actuaciones a las partes para su envío y contestación.,Traslado
El juez autoriza el desaplicación del embargo de los recursos retenidos en la entidad Banco Popular.,Desembargo
Se ordena el incautación preventivo sobre las acciones de la empresa de Paula Hernández.,Embargo
El juez autoriza el recuperación de los recursos retenidos en la entidad Banco de Bogotá.,Desembargo
Se corre remisión a la parte demandada del escrito presentado en fecha 17/01/2024.,Traslado
Se corre traslado a la parte demandada del escrito presentado por la parte actora en fecha 18/04/2024.,Traslado
El juez autoriza el levantamiento del embargo de los recursos retenidos en la entidad Banco Andino.,Desembargo
Se requerimiento al empleador presentar certificación de ingresos de Ricardo Gómez.,Requerimiento
Se dispone el liberar una cuenta de los bienes registrados a nombre de María Gómez.,Desembargo
El tribunal remite copia del expediente a la autoridad competente para su remisión.,Traslado
Se concede comunicación a la contraparte para que comparezca y conteste la demanda.,Traslado
Se dispone dar remisión al recurso extraordinario presentado por Verónica Paredes.,Traslado
Se dispone el desembargo de los bienes registrados a nombre de Luis Fernández.,Desembargo
Se orden al apoderado de Marta Ramírez allegar copia auténtica del título ejecutivo.,Requerimiento
Se dispone el liberación de los bienes registrados a nombre de Verónica Paredes.,Desembargo
Se corre remesa a la parte demandada del escrito presentado en fecha 25/06/2024.,Traslado
El despacho dispone la incautación sobre el salario de Paula Hernández.,Embargo
El juzgado ordena la secuestro de los bienes en garantía del crédito reclamado.,Embargo
El juzgado demanda a José Luis que responda si acepta o rechaza la propuesta de pago.,Requerimiento
Se otorga notificación a la administración demandada para que presente alegaciones.,Traslado
El despacho dispone la retención sobre el salario de María Gómez.,Embargo
Se deja sin efecto la medida de desbloqueo sobre los bienes de Carolina Rivas.,Desembargo
El juez requerimiento a la parte demandada cancelar la obligación en el plazo señalado.,Requerimiento
El juzgado exigencia a la empresa informar el salario y prestaciones de Ricardo Gómez.,Requerimiento
Se dictamina el desembargo total de los bienes retenidos por orden judicial.,Desembargo
El juez ordena la secuestro de los fondos depositados en la entidad financiera Banco Nacional.,Embargo
El juzgado decreta la incautación de los bienes del demandado ubicados en Ibagué.,Embargo
Se aviso al actor para que precise su demanda en el término legal.,Requerimiento
El juzgado ordena la secuestro de los bienes en garantía del crédito reclamado.,Embargo
